,T - S6,RH - S6,WS - S6,WD - S6
,mean,mean,mean,mean
Date,,,,
2017-06-29 18:00:00,2.1799999999999997,88.18,1.545,156.625
2017-06-29 19:00:00,2.9,83.91499999999999,0.795,91.66
2017-06-29 20:00:00,1.72,89.38,1.3599999999999999,59.769999999999996
2017-06-29 21:00:00,0.88,94.22999999999999,1.94,63.334999999999994
2017-06-29 22:00:00,0.8300000000000001,93.91499999999999,1.83,34.81
2017-06-29 23:00:00,0.36500000000000005,94.08,1.675,27.12
2017-06-30 00:00:00,-0.635,99.02,2.94,83.53
2017-06-30 01:00:00,-0.075,96.9,2.075,102.225
2017-06-30 02:00:00,-0.22500000000000003,98.27,2.055,17.1
2017-06-30 03:00:00,0.21000000000000002,98.55000000000001,2.88,59.28
2017-06-30 04:00:00,0.16999999999999998,99.69,1.245,121.08
2017-06-30 05:00:00,0.295,99.87,0.8400000000000001,171.79
2017-06-30 06:00:00,0.175,100.0,0.96,249.73499999999999
2017-06-30 07:00:00,-0.05499999999999999,100.0,2.005,155.155
2017-06-30 08:00:00,-0.29,99.58500000000001,2.005,46.019999999999996
2017-06-30 09:00:00,-0.135,97.66,1.125,44.269999999999996
2017-06-30 10:00:00,1.005,93.955,0.255,171.60999999999999
2017-06-30 11:00:00,-0.05500000000000001,98.16,1.3250000000000002,305.33500000000004
2017-06-30 12:00:00,-0.39,98.77000000000001,1.9050000000000002,292.67
2017-06-30 13:00:00,0.335,92.425,0.945,343.81
2017-06-30 14:00:00,-0.42000000000000004,93.235,1.37,178.21
2017-06-30 15:00:00,-0.28,90.56,1.98,39.760000000000005
2017-06-30 16:00:00,0.11499999999999999,88.7,1.74,83.03
2017-06-30 17:00:00,0.605,87.69,1.63,111.025
2017-06-30 18:00:00,1.345,85.785,1.23,146.82
2017-06-30 19:00:00,0.535,89.81,1.905,140.28
2017-06-30 20:00:00,0.28,90.405,2.535,161.4
2017-06-30 21:00:00,0.165,90.05,2.1849999999999996,171.535
2017-06-30 22:00:00,0.07500000000000001,91.67,2.38,173.695
2017-06-30 23:00:00,0.09,91.655,2.37,180.675
2017-07-01 00:00:00,0.07500000000000001,90.83,2.52,207.26
2017-07-01 01:00:00,-0.07,92.375,2.99,215.79
2017-07-01 02:00:00,0.009999999999999995,93.55000000000001,3.705,197.77
2017-07-01 03:00:00,-0.14,93.65,3.645,192.075
2017-07-01 04:00:00,0.075,93.83500000000001,4.195,192.87
2017-07-01 05:00:00,0.135,93.91,4.01,204.465
2017-07-01 06:00:00,-0.05500000000000001,97.555,4.125,213.89999999999998
2017-07-01 07:00:00,-0.225,99.945,5.095000000000001,218.88
2017-07-01 08:00:00,-0.18,100.0,6.775,218.25
2017-07-01 09:00:00,-0.15500000000000003,100.0,7.445,214.815
2017-07-01 10:00:00,-0.175,100.0,7.165,226.85500000000002
2017-07-01 11:00:00,-0.17,99.995,5.35,247.935
2017-07-01 12:00:00,-0.62,99.315,4.615,265.79
2017-07-01 13:00:00,-0.88,97.745,3.63,276.93
2017-07-01 14:00:00,-0.385,97.46000000000001,3.0300000000000002,268.64
2017-07-01 15:00:00,-0.03,97.285,3.4299999999999997,248.51
2017-07-01 16:00:00,-0.715,97.73,3.6399999999999997,279.93
2017-07-01 17:00:00,-1.5550000000000002,97.52,3.54,295.695
2017-07-01 18:00:00,-2.07,97.52000000000001,3.21,318.255
2017-07-01 19:00:00,-3.02,97.355,2.4050000000000002,339.84
2017-07-01 20:00:00,-3.605,99.245,2.355,339.885
2017-07-01 21:00:00,-3.865,99.45,2.4699999999999998,340.17
2017-07-01 22:00:00,-3.995,98.805,0.34,340.17
2017-07-01 23:00:00,-4.27,97.36,0.535,340.17
2017-07-02 00:00:00,-5.23,96.235,0.88,340.17
2017-07-02 01:00:00,-6.88,96.875,1.98,340.295
2017-07-02 02:00:00,-6.345000000000001,97.575,1.355,340.17
2017-07-02 03:00:00,-5.720000000000001,98.52000000000001,0.435,340.17
2017-07-02 04:00:00,-5.855,98.345,0.95,340.17
2017-07-02 05:00:00,-5.529999999999999,98.725,0.365,340.17
2017-07-02 06:00:00,-5.925000000000001,98.845,1.115,340.17
2017-07-02 07:00:00,-5.95,98.63499999999999,0.74,340.005
2017-07-02 08:00:00,-5.984999999999999,98.4,2.37,339.72
2017-07-02 09:00:00,-5.9350000000000005,98.73,2.2350000000000003,339.6
2017-07-02 10:00:00,-5.04,98.315,0.635,339.72
2017-07-02 11:00:00,-4.015,97.34,0.855,339.84
2017-07-02 12:00:00,-4.285,96.655,3.9,234.8
2017-07-02 13:00:00,-4.225,95.88499999999999,5.385,209.13
2017-07-02 14:00:00,-4.065,96.63,5.5600000000000005,227.09
2017-07-02 15:00:00,-4.21,97.22999999999999,5.0600000000000005,256.065
2017-07-02 16:00:00,-3.9000000000000004,97.695,5.4,250.865
2017-07-02 17:00:00,-3.54,97.75,4.835,252.84500000000003
2017-07-02 18:00:00,-3.3,98.09,4.775,252.565
2017-07-02 19:00:00,-3.625,99.095,3.76,286.19
2017-07-02 20:00:00,-3.25,98.325,2.6,243.7
2017-07-02 21:00:00,-3.745,98.435,3.8150000000000004,248.485
2017-07-02 22:00:00,-4.1850000000000005,98.58500000000001,4.915,281.695
